f[Hz]	Hmax[T]	MagPeriod [s]	FieldPeriod[s]	F[%]	Test	Re_w[-]	ReDp_CB[-]	ReDp_HB[-]	U_CB[-]	U_HB[-]	dPCB[kPa]	dPHB[kPa]	Tspan [K]	dT_reg[K]	Qc[W]	Qh[W]	Wpump[W]	Wvalv[W]	Wmotor[W]	COP[-]	Q_wall-Loss[W]
1	1.4	25	25	70	Test4	0.0585	10.0171	10.0171	0.4971	0.4971	109.9386151	-109.9386151	35	36.07237646	168.5701962	181.6012063	17.78287755	21.12	21.81130081	2.7764552	-1399.09132
1	1.4	25	25	80	Test1	0.0585	3.506	3.506	0.1988	0.1988	34.56582275	-34.58194652	35	36.39504609	90.09923717	91.03208897	2.223694232	22.08	11.65794196	2.505426524	-266.5821576
1	1.4	25	25	80	Test2	0.0585	5.259	5.259	0.2982	0.2982	53.39566074	-53.43073906	35	36.3539183	128.7338072	135.0426411	5.153126984	22.08	16.65686969	2.93310132	-516.8264734
1	1.4	25	25	80	Test3	0.0585	7.012	7.012	0.3977	0.3977	73.2567853	-73.31807998	35	36.22826935	154.3407127	164.7308009	9.42744944	22.08	19.97014766	2.998211287	-894.9257629
1	1.4	25	25	80	Test4	0.0585	8.765	8.765	0.4971	0.4971	94.14919781	-94.24397069	35	36.03066823	161.0374956	173.5457833	15.14653394	22.08	20.83664453	2.773487429	-1472.888969
1	1.4	25	25	90	Test1	0.0585	3.1164	3.1164	0.1988	0.1988	30.49888365	-30.49888365	35	36.32523731	82.91980998	89.48666509	1.952585739	23.04	10.72899575	2.321280484	-231.0573362
1	1.4	25	25	90	Test2	0.0585	4.6746	4.6746	0.2982	0.2982	46.97060258	-46.97060258	35	36.27078498	118.388427	129.6086787	4.510729242	23.04	15.31828076	2.761631934	-463.5275148
1	1.4	25	25	90	Test3	0.0585	6.2329	6.2329	0.3977	0.3977	64.2571743	-64.2571743	35	36.14116126	141.3258674	155.6284373	8.227803582	23.04	18.2861566	2.851959094	-824.9797471
1	1.4	25	25	90	Test4	0.0585	7.7911	7.7911	0.4971	0.4971	82.35859969	-82.35859969	35	35.94665141	146.3201709	161.6355862	13.18208017	23.04	18.93236962	2.652916881	-1376.15871
1	1.4	30	20	60	Test1	0.0585	4.6746	4.6746	0.1988	0.1988	47.14440224	-47.14440224	35	36.38211095	94.17211855	86.04541115	3.046043856	20.16	12.18493216	2.660907642	-225.1026009
1	1.4	30	20	60	Test2	0.0585	7.012	7.012	0.2982	0.2982	73.49251965	-73.49251965	35	36.35119241	132.3876824	131.9662469	7.122737142	20.16	17.12964467	2.980873283	-452.618231
1	1.4	30	20	60	Test3	0.0585	9.3493	9.3493	0.3977	0.3977	101.6912543	-101.6912543	35	36.21799916	155.3969564	162.3579329	13.14110412	20.16	20.10681506	2.909623868	-796.4723309
1	1.4	30	20	60	Test4	0.0585	11.6866	11.6866	0.4971	0.4971	131.74061	-131.74061	35	36.00828526	157.7398084	171.0675367	21.28055888	20.16	20.40995673	2.550339425	-1335.363178
1	1.4	30	20	70	Test1	0.0585	4.0068	4.0068	0.1988	0.1988	39.90197305	-39.90197305	35	36.350949	90.27683205	86.14120749	2.5816217	21.12	11.68092097	2.551451231	-237.0814898
1	1.4	30	20	70	Test2	0.0585	6.0103	6.0103	0.2982	0.2982	61.88969346	-61.88969346	35	36.31412924	127.6423545	129.8224592	6.006380394	21.12	16.51564661	2.9247577	-471.247854
1	1.4	30	20	70	Test3	0.0585	8.0137	8.0137	0.3977	0.3977	85.23524007	-85.23524007	35	36.18428557	150.9300875	158.4470752	11.02952762	21.12	19.52884681	2.920565694	-831.3140363
1	1.4	30	20	70	Test4	0.0585	10.0171	10.0171	0.4971	0.4971	109.9386151	-109.9386151	35	35.98194901	154.6691586	165.9651492	17.78287755	21.12	20.01264529	2.625270067	-1390.725552
1	1.4	30	20	80	Test1	0.0585	3.506	3.506	0.1988	0.1988	34.56582275	-34.58194652	35	36.30915972	84.6343352	85.25591943	2.223694232	22.08	10.9508382	2.400665372	-244.5276039
1	1.4	30	20	80	Test2	0.0585	5.259	5.259	0.2982	0.2982	53.39566074	-53.43073906	35	36.26087472	119.8949438	125.6190284	5.153126984	22.08	15.513209	2.804800483	-485.7735676
1	1.4	30	20	80	Test3	0.0585	7.012	7.012	0.3977	0.3977	73.2567853	-73.31807998	35	36.12824005	141.7523711	151.1462189	9.42744944	22.08	18.34134192	2.843647103	-862.8792493
1	1.4	30	20	80	Test4	0.0585	8.765	8.765	0.4971	0.4971	94.14919781	-94.24397069	35	35.92897123	145.1478169	156.1726718	15.14653394	22.08	18.78067871	2.591591512	-1442.323905
1	1.4	30	20	90	Test1	0.0585	3.1164	3.1164	0.1988	0.1988	30.49888365	-30.49888365	35	36.23458854	77.19007122	83.34108945	1.952585739	23.04	9.98762474	2.206678295	-209.6261752
1	1.4	30	20	90	Test2	0.0585	4.6746	4.6746	0.2982	0.2982	46.97060258	-46.97060258	35	36.17245019	109.0837663	119.6023166	4.510729242	23.04	14.11435053	2.618110103	-433.8824156
1	1.4	30	20	90	Test3	0.0585	6.2329	6.2329	0.3977	0.3977	64.2571743	-64.2571743	35	36.03623568	128.1266923	141.3666365	8.227803582	23.04	16.57831509	2.677891036	-793.034336
1	1.4	30	20	90	Test4	0.0585	7.7911	7.7911	0.4971	0.4971	82.35859969	-82.35859969	35	35.84067697	129.7414477	143.5466705	13.18208017	23.04	16.78724832	2.447521057	-1343.684092
